person_id,age,gender,education,primary_news_source,media_trust,daily_media_min,willing_to_pay
26996,45,ženski,osnovna,portal,4,192,19
26997,35,ženski,viša/prvostupnik,TV,5,90,54
26998,30,muški,magistar/doktor,društvene mreže,1,133,31
26999,28,muški,viša/prvostupnik,TV,6,245,0
27000,26,muški,magistar/doktor,portal,2,201,47
27001,34,ženski,magistar/doktor,TV,8,230,27
27002,68,muški,srednja,TV,5,311,0
27003,32,muški,viša/prvostupnik,radio,3,134,0
27004,35,muški,srednja,portal,5,208,11
27005,32,ženski,viša/prvostupnik,društvene mreže,4,96,30
27006,18,muški,viša/prvostupnik,TV,5,167,0
27007,33,ženski,srednja,portal,7,66,25
27008,48,muški,viša/prvostupnik,portal,5,175,0
27009,51,muški,srednja,portal,3,172,0
27010,42,ženski,srednja,portal,8,90,0
27011,35,ženski,viša/prvostupnik,TV,6,78,0
27012,46,ženski,srednja,TV,5,183,0
27013,25,ženski,magistar/doktor,društvene mreže,5,161,0
27014,59,muški,srednja,radio,6,218,0
27015,67,ženski,srednja,TV,5,133,0
27016,61,ženski,srednja,radio,5,188,0
27017,32,ženski,viša/prvostupnik,portal,6,101,0
27018,70,muški,magistar/doktor,radio,6,209,0
27019,24,ženski,viša/prvostupnik,tisak,4,209,0
27020,49,ženski,srednja,portal,4,270,0
27021,25,ženski,srednja,društvene mreže,3,205,42
27022,48,ženski,viša/prvostupnik,TV,6,104,50
27023,70,ženski,srednja,radio,3,211,49
27024,60,muški,osnovna,TV,5,217,34
27025,27,ženski,srednja,TV,6,254,40
27026,38,ženski,srednja,TV,3,135,0
27027,21,muški,srednja,tisak,1,163,28
27028,46,ženski,viša/prvostupnik,radio,9,163,73
27029,49,muški,viša/prvostupnik,tisak,4,242,0
27030,45,muški,magistar/doktor,radio,9,204,0
27031,22,ženski,srednja,portal,4,172,0
27032,60,muški,srednja,TV,2,209,0
27033,61,ženski,srednja,TV,6,190,0
27034,44,ženski,srednja,društvene mreže,4,43,0
27035,52,ženski,osnovna,radio,6,309,18
27036,23,muški,srednja,portal,4,102,44
27037,28,ženski,srednja,tisak,8,159,0
27038,23,ženski,srednja,društvene mreže,4,161,0
27039,35,ženski,magistar/doktor,društvene mreže,1,161,0
27040,74,ženski,viša/prvostupnik,TV,6,97,0
27041,55,muški,srednja,društvene mreže,4,242,0
27042,20,muški,srednja,portal,5,114,39
27043,24,muški,srednja,radio,5,140,29
27044,53,ženski,srednja,tisak,2,104,0
27045,35,ženski,viša/prvostupnik,portal,3,91,0
27046,76,ženski,srednja,radio,9,243,0
27047,54,ženski,magistar/doktor,tisak,9,113,44
27048,56,muški,srednja,društvene mreže,4,114,38
27049,59,ženski,srednja,tisak,3,201,0
27050,20,ženski,viša/prvostupnik,tisak,7,95,27
27051,30,ženski,viša/prvostupnik,TV,9,150,0
27052,21,muški,srednja,tisak,7,198,0
27053,25,muški,viša/prvostupnik,portal,8,207,0
27054,41,ženski,osnovna,portal,6,150,0
27055,54,ženski,srednja,TV,10,243,0
27056,60,muški,magistar/doktor,TV,6,203,21
27057,59,muški,osnovna,portal,5,243,0
27058,77,muški,srednja,tisak,4,232,0
27059,65,ženski,srednja,radio,5,214,0
27060,45,muški,viša/prvostupnik,TV,6,185,0
27061,62,ženski,srednja,TV,5,230,0
27062,24,ženski,viša/prvostupnik,društvene mreže,6,110,0
27063,28,muški,magistar/doktor,tisak,10,217,62
27064,41,muški,srednja,portal,5,134,0
27065,32,muški,magistar/doktor,društvene mreže,6,193,0
27066,23,muški,srednja,portal,9,88,0
27067,36,ženski,magistar/doktor,društvene mreže,3,145,0
27068,35,ženski,srednja,radio,4,172,36
27069,57,ženski,srednja,portal,7,172,0
27070,40,ženski,viša/prvostupnik,društvene mreže,2,195,77
27071,61,ženski,magistar/doktor,TV,6,108,0
27072,32,muški,viša/prvostupnik,društvene mreže,2,153,39
27073,36,ženski,srednja,portal,2,103,0
27074,60,muški,osnovna,radio,5,202,0
27075,48,ženski,osnovna,TV,6,174,0
27076,48,muški,viša/prvostupnik,radio,3,215,26
27077,51,ženski,osnovna,portal,2,152,0
27078,55,muški,srednja,društvene mreže,5,146,0
27079,61,muški,magistar/doktor,radio,6,199,36
27080,22,ženski,srednja,portal,4,261,0
27081,39,muški,magistar/doktor,društvene mreže,1,133,59
27082,64,ženski,srednja,tisak,3,159,0
27083,58,ženski,viša/prvostupnik,portal,3,241,40
27084,30,muški,srednja,portal,8,86,0
27085,45,muški,viša/prvostupnik,TV,6,189,57
27086,57,muški,srednja,TV,4,267,44
27087,43,muški,magistar/doktor,portal,4,117,0
27088,28,muški,magistar/doktor,TV,5,71,65
27089,52,muški,srednja,TV,6,212,0
27090,52,muški,osnovna,TV,3,159,11
27091,39,ženski,viša/prvostupnik,portal,2,119,52
27092,19,muški,viša/prvostupnik,društvene mreže,7,106,31
27093,48,muški,srednja,tisak,6,125,0
27094,29,ženski,magistar/doktor,društvene mreže,7,224,45
27095,42,ženski,magistar/doktor,društvene mreže,5,150,0
27096,59,ženski,viša/prvostupnik,portal,5,217,59
27097,21,muški,srednja,društvene mreže,6,124,0
27098,31,ženski,srednja,društvene mreže,4,260,0
27099,35,ženski,magistar/doktor,radio,6,162,25
27100,58,ženski,viša/prvostupnik,TV,4,151,48
27101,44,ženski,srednja,radio,5,241,0
27102,34,muški,srednja,portal,2,89,0
27103,44,muški,magistar/doktor,društvene mreže,4,171,0
27104,29,muški,viša/prvostupnik,društvene mreže,1,72,0
27105,45,ženski,srednja,radio,7,182,0
27106,37,muški,srednja,portal,3,155,0
27107,34,muški,srednja,radio,4,62,0
27108,24,muški,srednja,društvene mreže,5,118,0
27109,50,ženski,viša/prvostupnik,portal,4,152,0
27110,33,ženski,viša/prvostupnik,radio,6,238,0
27111,42,ženski,magistar/doktor,TV,6,224,23
27112,23,ženski,srednja,društvene mreže,8,209,0
27113,34,ženski,osnovna,TV,3,134,21
27114,31,ženski,srednja,TV,3,195,0
27115,21,ženski,srednja,TV,6,220,0
27116,39,ženski,osnovna,portal,5,192,0
27117,45,muški,viša/prvostupnik,društvene mreže,5,123,74
27118,20,muški,srednja,tisak,6,260,0
27119,23,ženski,srednja,društvene mreže,4,176,0
27120,23,muški,srednja,društvene mreže,1,129,0
27121,38,ženski,viša/prvostupnik,društvene mreže,4,64,0
27122,67,ženski,srednja,TV,4,137,0
27123,24,muški,srednja,TV,9,234,0
27124,34,muški,viša/prvostupnik,portal,3,199,0
27125,25,ženski,viša/prvostupnik,portal,3,177,0
27126,24,muški,srednja,radio,8,176,48
27127,63,muški,srednja,tisak,6,197,0
27128,42,ženski,srednja,portal,4,151,47
27129,53,muški,srednja,TV,6,109,0
27130,18,muški,srednja,TV,5,167,0
27131,72,ženski,osnovna,radio,4,72,32
27132,29,muški,srednja,društvene mreže,6,75,35
27133,34,ženski,osnovna,TV,4,152,50
27134,26,ženski,viša/prvostupnik,portal,5,185,40
27135,38,ženski,magistar/doktor,društvene mreže,3,157,45
27136,60,ženski,viša/prvostupnik,tisak,4,262,0
27137,27,ženski,viša/prvostupnik,društvene mreže,2,165,39
27138,34,muški,srednja,društvene mreže,6,174,0
27139,43,muški,viša/prvostupnik,društvene mreže,2,233,0
27140,67,muški,srednja,tisak,6,200,18
27141,66,muški,srednja,tisak,6,92,0
27142,42,ženski,viša/prvostupnik,portal,5,208,39
27143,30,muški,srednja,društvene mreže,2,93,12
27144,73,muški,osnovna,TV,9,176,42
27145,56,muški,osnovna,društvene mreže,4,204,28
27146,47,muški,magistar/doktor,tisak,4,216,0
27147,43,ženski,osnovna,portal,4,124,0
27148,53,ženski,srednja,tisak,5,254,0
27149,23,ženski,srednja,TV,5,193,47
27150,34,ženski,magistar/doktor,portal,5,184,51
27151,39,muški,srednja,društvene mreže,3,159,0
27152,28,muški,magistar/doktor,TV,7,154,0
27153,25,ženski,viša/prvostupnik,društvene mreže,5,50,0
27154,46,ženski,magistar/doktor,portal,6,226,0
27155,20,ženski,srednja,društvene mreže,3,280,22
27156,27,ženski,magistar/doktor,tisak,8,186,0
27157,68,ženski,srednja,portal,7,137,11
27158,62,muški,srednja,radio,6,200,0
27159,53,muški,osnovna,TV,4,126,32
27160,56,ženski,viša/prvostupnik,TV,6,42,31
27161,48,ženski,srednja,radio,6,266,0
27162,30,muški,srednja,društvene mreže,5,104,10
27163,49,muški,srednja,portal,7,143,0
27164,45,ženski,srednja,radio,6,155,0
27165,71,ženski,viša/prvostupnik,društvene mreže,3,234,0
27166,42,ženski,magistar/doktor,portal,6,125,0
27167,54,ženski,srednja,portal,1,167,10
27168,36,ženski,magistar/doktor,portal,4,175,72
27169,24,ženski,srednja,portal,6,187,0
27170,32,muški,magistar/doktor,portal,6,163,0
27171,48,ženski,osnovna,radio,6,116,13
27172,29,muški,magistar/doktor,portal,4,242,30
27173,61,muški,osnovna,tisak,9,418,0
27174,39,ženski,magistar/doktor,društvene mreže,4,43,0
27175,52,ženski,srednja,TV,4,167,40
27176,34,muški,viša/prvostupnik,društvene mreže,4,211,0
27177,36,muški,viša/prvostupnik,portal,7,65,0
27178,51,ženski,srednja,TV,6,224,45
27179,34,muški,srednja,društvene mreže,2,106,0
27180,21,muški,viša/prvostupnik,društvene mreže,1,166,0
27181,54,muški,osnovna,društvene mreže,2,129,0
27182,64,ženski,srednja,radio,7,214,33
27183,42,ženski,srednja,društvene mreže,4,148,0
27184,72,muški,osnovna,portal,2,209,0
27185,20,muški,srednja,portal,4,110,0
27186,45,ženski,viša/prvostupnik,portal,4,170,0
27187,53,muški,viša/prvostupnik,društvene mreže,4,133,0
27188,79,ženski,srednja,portal,5,40,0
27189,62,muški,srednja,portal,6,197,32
27190,24,muški,viša/prvostupnik,društvene mreže,2,185,0
27191,24,muški,srednja,društvene mreže,2,299,0
27192,33,muški,srednja,portal,6,242,0
27193,75,ženski,viša/prvostupnik,tisak,6,200,39
27194,47,muški,srednja,portal,7,132,0
27195,80,muški,srednja,radio,6,386,0
27196,64,muški,srednja,radio,5,200,0
27197,54,muški,srednja,TV,6,181,38
27198,54,muški,viša/prvostupnik,TV,4,306,0
27199,24,ženski,srednja,društvene mreže,2,234,50
27200,22,muški,osnovna,društvene mreže,3,186,0
27201,33,muški,srednja,portal,7,125,47
27202,44,muški,viša/prvostupnik,portal,3,119,47
27203,32,muški,srednja,portal,3,134,19
27204,48,muški,viša/prvostupnik,portal,6,59,23
27205,27,muški,magistar/doktor,društvene mreže,1,182,66
27206,44,muški,srednja,portal,2,226,47
27207,51,muški,srednja,tisak,6,189,0
27208,29,muški,viša/prvostupnik,društvene mreže,3,137,35
27209,31,muški,osnovna,portal,2,187,0
27210,77,muški,osnovna,TV,6,199,0
27211,73,ženski,viša/prvostupnik,portal,6,228,0
27212,38,muški,osnovna,TV,7,196,0
27213,28,ženski,magistar/doktor,radio,4,135,0
27214,74,muški,viša/prvostupnik,portal,7,225,0
27215,56,muški,osnovna,TV,6,138,0
27216,46,ženski,osnovna,društvene mreže,3,223,0
27217,59,muški,srednja,TV,6,239,0
27218,38,muški,srednja,portal,5,119,0
27219,25,muški,osnovna,portal,1,195,0
27220,74,muški,srednja,tisak,6,193,0
27221,33,muški,srednja,portal,3,151,0
27222,47,muški,viša/prvostupnik,radio,5,130,62
27223,79,muški,viša/prvostupnik,radio,6,126,0
27224,21,ženski,srednja,društvene mreže,4,179,45
27225,66,ženski,srednja,TV,2,243,23
27226,20,ženski,viša/prvostupnik,portal,4,160,0
27227,24,ženski,viša/prvostupnik,portal,4,141,41
27228,43,muški,srednja,društvene mreže,4,109,0
27229,35,muški,viša/prvostupnik,portal,6,38,0
27230,63,ženski,viša/prvostupnik,TV,8,225,0
27231,37,muški,srednja,portal,4,133,0
27232,36,ženski,viša/prvostupnik,društvene mreže,4,189,0
27233,33,muški,magistar/doktor,portal,4,184,0
27234,28,ženski,srednja,društvene mreže,5,194,0
27235,50,ženski,magistar/doktor,društvene mreže,4,308,0
27236,24,muški,srednja,društvene mreže,3,241,0
27237,25,muški,magistar/doktor,portal,5,174,16
27238,64,ženski,srednja,TV,5,213,0
27239,32,muški,viša/prvostupnik,društvene mreže,5,191,53
27240,27,ženski,magistar/doktor,društvene mreže,1,226,57
27241,36,ženski,srednja,portal,7,199,0
27242,52,ženski,viša/prvostupnik,TV,7,270,0
27243,41,ženski,viša/prvostupnik,TV,5,118,0
27244,40,ženski,osnovna,portal,3,126,0
27245,21,ženski,srednja,društvene mreže,2,97,0
27246,72,ženski,srednja,portal,6,96,0
27247,42,muški,viša/prvostupnik,društvene mreže,3,131,0
27248,44,muški,viša/prvostupnik,portal,6,109,0
27249,24,ženski,viša/prvostupnik,društvene mreže,3,142,0
27250,74,muški,srednja,tisak,6,267,0
27251,53,muški,osnovna,portal,4,159,0
27252,57,muški,srednja,društvene mreže,6,243,10
27253,51,muški,magistar/doktor,TV,4,177,42
27254,54,ženski,srednja,TV,4,170,0
27255,49,ženski,srednja,portal,7,163,0
27256,35,ženski,srednja,društvene mreže,2,137,0
27257,74,ženski,srednja,TV,4,239,0
27258,52,ženski,srednja,portal,4,199,0
27259,52,ženski,viša/prvostupnik,portal,5,196,0
27260,49,ženski,srednja,TV,6,190,17
27261,64,ženski,srednja,TV,7,167,0
27262,21,muški,viša/prvostupnik,društvene mreže,7,157,0
27263,31,muški,magistar/doktor,društvene mreže,2,78,0
27264,29,muški,viša/prvostupnik,društvene mreže,5,115,0
27265,40,muški,viša/prvostupnik,društvene mreže,2,252,58
27266,29,muški,srednja,tisak,5,106,26
27267,51,muški,viša/prvostupnik,portal,5,295,0
27268,38,muški,srednja,portal,5,80,0
27269,39,muški,magistar/doktor,radio,6,133,0
27270,25,muški,viša/prvostupnik,portal,5,105,0
27271,38,muški,viša/prvostupnik,društvene mreže,5,144,31
27272,33,ženski,srednja,portal,5,320,0
27273,35,ženski,srednja,TV,6,226,0
27274,30,muški,viša/prvostupnik,portal,5,183,0
27275,20,ženski,srednja,društvene mreže,3,191,17
27276,30,ženski,magistar/doktor,portal,7,92,0
27277,40,muški,magistar/doktor,društvene mreže,6,158,34
27278,54,muški,srednja,portal,6,250,0
27279,50,ženski,viša/prvostupnik,portal,4,270,54
27280,32,muški,srednja,društvene mreže,3,113,0
27281,38,muški,magistar/doktor,radio,6,233,0
27282,38,ženski,viša/prvostupnik,TV,2,242,0
27283,42,muški,srednja,portal,6,225,24
27284,57,ženski,srednja,radio,5,111,0
27285,69,ženski,osnovna,tisak,5,143,29
27286,40,ženski,viša/prvostupnik,TV,6,63,0
27287,35,muški,viša/prvostupnik,društvene mreže,5,72,0
27288,40,ženski,srednja,radio,6,171,0
27289,49,muški,osnovna,društvene mreže,2,53,0
27290,23,muški,srednja,radio,4,218,0
27291,45,ženski,srednja,društvene mreže,2,123,0
27292,72,muški,osnovna,TV,9,261,0
27293,55,ženski,magistar/doktor,radio,10,190,0
27294,53,ženski,srednja,radio,9,132,0
27295,33,muški,magistar/doktor,društvene mreže,3,85,42
27296,51,ženski,viša/prvostupnik,društvene mreže,6,251,0
27297,40,ženski,osnovna,portal,6,94,21
27298,24,ženski,srednja,društvene mreže,5,10,0
27299,76,ženski,osnovna,društvene mreže,4,230,0
27300,26,ženski,magistar/doktor,društvene mreže,2,242,0
27301,20,muški,srednja,društvene mreže,3,232,0
27302,21,muški,srednja,portal,8,269,27
27303,22,ženski,srednja,portal,5,153,0
27304,32,ženski,viša/prvostupnik,tisak,7,141,80
27305,24,muški,magistar/doktor,portal,8,142,39
27306,36,ženski,srednja,društvene mreže,1,189,45
27307,29,ženski,srednja,društvene mreže,2,282,20
27308,35,muški,srednja,društvene mreže,1,64,0
27309,57,ženski,viša/prvostupnik,društvene mreže,3,266,46
27310,72,ženski,osnovna,portal,6,98,0
27311,42,muški,viša/prvostupnik,društvene mreže,4,227,0
27312,35,ženski,viša/prvostupnik,društvene mreže,4,217,0
27313,36,muški,magistar/doktor,društvene mreže,1,206,0
27314,37,ženski,srednja,društvene mreže,3,65,0
27315,63,muški,srednja,radio,7,113,0
27316,72,ženski,srednja,radio,8,210,0
27317,27,muški,srednja,društvene mreže,4,230,0
27318,20,muški,viša/prvostupnik,TV,4,155,0
27319,44,ženski,osnovna,portal,8,107,23
27320,18,muški,osnovna,društvene mreže,5,141,0
27321,54,ženski,srednja,portal,4,197,27
27322,37,ženski,srednja,portal,5,190,0
27323,68,ženski,magistar/doktor,TV,2,330,60
27324,20,muški,viša/prvostupnik,portal,6,299,0
27325,64,muški,viša/prvostupnik,TV,4,145,51
27326,54,muški,osnovna,portal,3,172,0
27327,35,muški,magistar/doktor,radio,5,57,0
27328,21,ženski,srednja,portal,7,137,0
27329,33,ženski,magistar/doktor,društvene mreže,2,76,0
27330,56,muški,srednja,portal,3,83,0
27331,27,muški,srednja,društvene mreže,7,260,0
27332,50,muški,magistar/doktor,društvene mreže,4,163,33
27333,22,muški,srednja,portal,7,262,18
27334,61,ženski,srednja,društvene mreže,3,120,47
27335,77,ženski,srednja,tisak,4,295,0
27336,24,ženski,srednja,društvene mreže,4,159,12
27337,22,muški,srednja,portal,4,95,0
27338,56,ženski,magistar/doktor,portal,5,262,63
27339,68,ženski,osnovna,TV,9,144,29
27340,35,muški,srednja,portal,5,104,0
27341,39,ženski,magistar/doktor,društvene mreže,8,210,0
27342,56,muški,srednja,TV,7,305,0
27343,21,ženski,srednja,tisak,1,208,0
27344,53,muški,srednja,društvene mreže,5,195,0
27345,22,muški,srednja,društvene mreže,1,201,0
27346,52,ženski,srednja,društvene mreže,6,293,42
27347,43,muški,srednja,društvene mreže,2,180,16
27348,31,ženski,srednja,društvene mreže,5,218,0
27349,24,ženski,srednja,portal,5,160,0
27350,24,muški,srednja,društvene mreže,2,73,0
27351,19,muški,srednja,TV,7,253,0
27352,53,muški,viša/prvostupnik,tisak,1,160,0
27353,37,ženski,viša/prvostupnik,društvene mreže,6,195,27
27354,64,muški,magistar/doktor,portal,6,107,43
27355,72,muški,srednja,TV,4,263,42
27356,51,muški,srednja,radio,5,175,0
27357,37,ženski,viša/prvostupnik,TV,5,242,22
27358,18,muški,viša/prvostupnik,TV,6,244,0
27359,64,muški,srednja,radio,6,225,0
27360,30,muški,magistar/doktor,portal,3,111,37
27361,23,ženski,srednja,društvene mreže,1,176,0
27362,44,muški,viša/prvostupnik,društvene mreže,3,98,0
27363,24,ženski,srednja,društvene mreže,2,96,0
27364,73,muški,osnovna,radio,8,352,0
27365,68,ženski,srednja,tisak,6,263,0
27366,24,ženski,viša/prvostupnik,društvene mreže,5,184,0
27367,30,ženski,viša/prvostupnik,portal,5,47,28
27368,75,ženski,osnovna,TV,7,195,0
27369,19,muški,srednja,TV,5,217,0
27370,29,muški,magistar/doktor,društvene mreže,3,177,0
27371,23,ženski,srednja,društvene mreže,5,314,21
27372,30,muški,viša/prvostupnik,portal,7,145,75
27373,52,muški,magistar/doktor,portal,3,222,52
27374,50,ženski,magistar/doktor,radio,7,144,53
27375,42,ženski,magistar/doktor,portal,2,170,44
27376,20,muški,srednja,radio,7,215,0
27377,35,ženski,srednja,portal,3,106,0
27378,51,muški,osnovna,TV,5,259,0
27379,20,muški,srednja,društvene mreže,6,167,0
27380,61,muški,srednja,radio,4,193,43
27381,42,ženski,viša/prvostupnik,portal,8,83,38
27382,30,ženski,osnovna,portal,5,96,15
27383,24,muški,viša/prvostupnik,društvene mreže,1,151,39
27384,49,ženski,viša/prvostupnik,TV,8,179,0
27385,28,muški,viša/prvostupnik,društvene mreže,4,210,44
27386,21,ženski,srednja,portal,8,239,0
27387,52,muški,magistar/doktor,TV,4,234,68
27388,62,ženski,osnovna,TV,7,244,43
27389,53,muški,srednja,TV,6,161,0
27390,43,ženski,magistar/doktor,radio,3,144,0
27391,53,muški,srednja,TV,5,196,40
27392,46,ženski,viša/prvostupnik,društvene mreže,3,94,36
27393,58,muški,srednja,portal,6,25,0
27394,65,ženski,srednja,portal,2,113,39
27395,20,muški,srednja,društvene mreže,3,205,0
27396,44,muški,viša/prvostupnik,portal,5,146,46
27397,39,muški,srednja,TV,7,85,0
27398,39,ženski,viša/prvostupnik,portal,5,202,0
27399,58,muški,viša/prvostupnik,portal,7,210,0
27400,64,muški,srednja,TV,6,197,0
27401,22,muški,viša/prvostupnik,društvene mreže,4,206,0
27402,45,ženski,srednja,TV,6,85,0
27403,25,muški,magistar/doktor,tisak,6,146,0
27404,51,muški,viša/prvostupnik,portal,7,230,0
27405,20,ženski,srednja,portal,3,207,0
27406,24,ženski,srednja,društvene mreže,5,105,0
27407,27,ženski,viša/prvostupnik,portal,6,152,36
27408,57,ženski,viša/prvostupnik,radio,8,197,0
27409,20,ženski,srednja,društvene mreže,2,191,0
27410,35,ženski,magistar/doktor,radio,6,209,21
27411,72,ženski,srednja,portal,8,294,0
27412,20,ženski,srednja,društvene mreže,6,144,15
27413,57,muški,srednja,tisak,5,263,0
27414,52,muški,viša/prvostupnik,društvene mreže,2,265,39
27415,78,muški,srednja,radio,6,231,0
27416,57,muški,osnovna,TV,6,268,0
27417,21,muški,srednja,portal,5,150,0
27418,35,ženski,srednja,tisak,5,66,0
27419,28,ženski,srednja,portal,3,180,0
27420,53,ženski,srednja,TV,5,247,0
27421,20,ženski,srednja,tisak,6,147,0
27422,46,muški,srednja,radio,7,74,25
27423,29,ženski,magistar/doktor,društvene mreže,4,181,0
27424,68,ženski,srednja,portal,5,305,0
27425,39,ženski,magistar/doktor,društvene mreže,4,127,0
27426,19,ženski,srednja,portal,1,140,0
27427,75,ženski,osnovna,tisak,6,176,0
27428,40,muški,osnovna,društvene mreže,3,159,0
27429,31,ženski,srednja,tisak,5,171,0
27430,72,muški,srednja,TV,6,157,0
27431,74,muški,osnovna,TV,7,289,0
27432,41,muški,viša/prvostupnik,tisak,6,67,0
27433,18,ženski,viša/prvostupnik,društvene mreže,6,173,0
27434,32,muški,viša/prvostupnik,portal,7,117,0
27435,22,ženski,osnovna,portal,6,192,0
27436,48,ženski,srednja,portal,4,10,0
27437,34,ženski,srednja,TV,7,52,0
27438,62,ženski,viša/prvostupnik,TV,8,122,0
27439,36,ženski,magistar/doktor,TV,6,100,0
27440,48,muški,srednja,portal,4,126,0
27441,32,ženski,magistar/doktor,portal,3,157,0
27442,22,muški,srednja,radio,9,213,43
27443,57,ženski,viša/prvostupnik,TV,6,249,0
27444,18,ženski,viša/prvostupnik,TV,8,189,0
27445,65,ženski,magistar/doktor,radio,7,350,33
27446,41,muški,srednja,portal,6,136,0
27447,59,ženski,magistar/doktor,portal,6,251,33
27448,20,muški,srednja,društvene mreže,6,169,0
27449,22,muški,viša/prvostupnik,portal,4,141,0
27450,40,ženski,osnovna,društvene mreže,2,84,50
27451,40,ženski,viša/prvostupnik,portal,9,177,62
27452,42,ženski,srednja,društvene mreže,6,259,0
27453,26,muški,srednja,društvene mreže,4,230,38
27454,44,muški,srednja,portal,1,118,0
27455,39,muški,srednja,TV,7,82,0
27456,40,muški,srednja,portal,3,236,0
27457,27,muški,srednja,društvene mreže,1,113,0
27458,44,muški,magistar/doktor,portal,1,179,53
27459,49,ženski,magistar/doktor,TV,9,197,0
27460,21,muški,viša/prvostupnik,društvene mreže,1,133,0
27461,41,ženski,viša/prvostupnik,portal,6,88,33
27462,68,ženski,srednja,tisak,5,269,38
27463,42,muški,srednja,portal,10,231,0
27464,63,muški,srednja,tisak,6,247,31
27465,28,muški,viša/prvostupnik,društvene mreže,6,173,0
27466,46,muški,magistar/doktor,TV,4,120,0
27467,49,ženski,viša/prvostupnik,TV,5,115,29
27468,24,muški,viša/prvostupnik,društvene mreže,4,17,0
27469,73,ženski,srednja,TV,7,236,0
27470,66,ženski,srednja,TV,4,247,0
27471,62,ženski,osnovna,portal,3,257,13
27472,25,ženski,viša/prvostupnik,portal,4,70,0
27473,28,ženski,viša/prvostupnik,društvene mreže,4,43,0
27474,78,ženski,osnovna,TV,7,191,0
27475,60,ženski,srednja,TV,6,172,0
27476,36,ženski,magistar/doktor,portal,3,98,63
27477,73,muški,osnovna,TV,8,281,0
27478,51,ženski,viša/prvostupnik,tisak,5,95,0
27479,74,ženski,viša/prvostupnik,radio,5,215,37
27480,58,ženski,srednja,radio,7,208,0
27481,43,muški,srednja,društvene mreže,3,215,0
27482,20,ženski,srednja,društvene mreže,4,167,0
27483,59,muški,osnovna,portal,4,102,0
27484,74,ženski,viša/prvostupnik,radio,5,165,57
27485,22,ženski,srednja,društvene mreže,3,226,50
27486,71,ženski,srednja,TV,2,210,0
27487,64,ženski,srednja,TV,1,277,0
27488,47,muški,srednja,portal,5,270,0
27489,49,ženski,magistar/doktor,tisak,4,112,0
27490,73,muški,osnovna,tisak,6,180,0
27491,25,ženski,srednja,društvene mreže,1,156,0
27492,60,ženski,viša/prvostupnik,radio,5,117,0
27493,56,ženski,srednja,društvene mreže,4,112,0
27494,63,ženski,viša/prvostupnik,TV,4,120,0
27495,40,muški,viša/prvostupnik,TV,2,109,0
27496,50,ženski,viša/prvostupnik,radio,6,137,69
27497,31,ženski,magistar/doktor,portal,6,185,60
27498,53,muški,viša/prvostupnik,tisak,5,132,0
27499,25,ženski,magistar/doktor,radio,4,173,0
27500,38,muški,magistar/doktor,portal,5,196,63
27501,42,muški,viša/prvostupnik,portal,5,85,52
27502,53,muški,osnovna,društvene mreže,6,183,0
27503,31,ženski,srednja,radio,6,206,40
27504,51,ženski,srednja,tisak,4,209,0
27505,52,muški,srednja,TV,5,205,0
27506,23,ženski,viša/prvostupnik,portal,6,281,0
27507,22,ženski,viša/prvostupnik,društvene mreže,3,58,0
27508,36,ženski,srednja,portal,5,155,31
27509,63,muški,srednja,TV,3,165,0
27510,32,muški,viša/prvostupnik,društvene mreže,4,205,0
27511,65,muški,osnovna,TV,5,213,0
27512,43,ženski,viša/prvostupnik,društvene mreže,5,96,0
27513,55,muški,osnovna,portal,5,144,11
27514,25,muški,viša/prvostupnik,društvene mreže,2,89,0
27515,55,ženski,srednja,radio,7,212,0
27516,39,ženski,osnovna,radio,4,127,0
27517,45,ženski,viša/prvostupnik,društvene mreže,4,131,68
27518,50,muški,magistar/doktor,portal,8,216,0
27519,29,ženski,viša/prvostupnik,portal,7,161,56
27520,47,ženski,srednja,društvene mreže,1,167,25
27521,57,ženski,srednja,TV,8,311,0
27522,21,ženski,srednja,društvene mreže,2,74,0
27523,24,ženski,viša/prvostupnik,društvene mreže,3,193,38
27524,40,muški,magistar/doktor,radio,5,166,0
27525,67,muški,viša/prvostupnik,portal,3,256,0
27526,53,muški,magistar/doktor,društvene mreže,2,243,0
27527,25,muški,magistar/doktor,društvene mreže,3,125,0
27528,41,ženski,viša/prvostupnik,TV,4,175,40
27529,29,ženski,osnovna,društvene mreže,1,153,0
27530,54,muški,viša/prvostupnik,društvene mreže,5,383,52
27531,79,muški,osnovna,tisak,6,130,0
27532,51,ženski,magistar/doktor,društvene mreže,4,129,55
27533,35,ženski,srednja,društvene mreže,3,111,0
27534,38,ženski,viša/prvostupnik,društvene mreže,6,233,0
27535,53,ženski,magistar/doktor,portal,7,183,0
27536,18,ženski,viša/prvostupnik,portal,7,182,0
27537,39,muški,srednja,portal,2,217,0
27538,30,ženski,magistar/doktor,TV,4,189,29
27539,19,ženski,srednja,portal,4,101,33
27540,24,ženski,srednja,portal,7,266,0
27541,64,ženski,srednja,tisak,8,158,0
27542,19,ženski,srednja,portal,3,259,0
27543,78,ženski,osnovna,radio,6,142,0
27544,49,muški,magistar/doktor,radio,5,124,71
27545,52,ženski,viša/prvostupnik,tisak,8,277,49
27546,71,muški,srednja,TV,5,234,0
27547,49,ženski,viša/prvostupnik,portal,4,221,0
27548,60,ženski,osnovna,portal,4,254,18
27549,25,muški,osnovna,društvene mreže,1,223,0
27550,29,ženski,viša/prvostupnik,društvene mreže,3,185,52
