post_id,platform,content_type,followers,likes,shares,comments,hashtags,post_hour,day_of_week,is_viral
910,TikTok,reel,3983,222,15,21,17,7,petak,False
911,Instagram,story,699609,1704,226,42,11,12,cetvrtak,False
912,Instagram,carousel,4724,215,39,26,11,21,petak,False
913,TikTok,story,13006,899,52,21,0,19,nedjelja,False
914,TikTok,reel,2640,8,0,1,6,9,utorak,False
915,LinkedIn,tekst,66014,1311,267,103,4,23,petak,False
916,TikTok,reel,322216,25763,1750,272,1,8,ponedjeljak,False
917,TikTok,reel,5590,228,29,1,9,1,subota,False
918,Facebook,slika,6040,231,59,5,1,10,petak,False
919,Facebook,carousel,9624,59,2,0,0,10,ponedjeljak,False
920,LinkedIn,tekst,12158,279,6,22,4,16,petak,False
921,Instagram,carousel,2653,19,3,1,16,13,cetvrtak,False
922,LinkedIn,story,2634,414,56,13,4,2,srijeda,False
923,TikTok,video,18924,1239,291,116,10,17,subota,False
924,Instagram,reel,10165,330,31,26,11,11,cetvrtak,False
925,Instagram,reel,4594,83,11,5,22,12,srijeda,False
926,Facebook,tekst,100,5,0,0,2,10,nedjelja,False
927,Twitter/X,tekst,9393,750,39,25,2,10,cetvrtak,False
928,YouTube,video,7178,676,150,40,2,12,petak,False
929,Twitter/X,tekst,9910,517,41,29,10,12,petak,False
930,YouTube,story,12654,575,17,15,0,12,cetvrtak,False
931,YouTube,video,14698,427,48,7,3,13,srijeda,False
932,LinkedIn,slika,16213,1786,67,56,4,21,ponedjeljak,False
933,Twitter/X,tekst,1815,44,1,3,4,8,srijeda,False
934,Twitter/X,video,20971,2189,374,50,5,13,utorak,False
935,YouTube,video,11354,786,70,35,2,22,ponedjeljak,False
936,Facebook,slika,14232,1233,311,26,5,7,cetvrtak,False
937,TikTok,slika,17154,194,22,17,5,23,srijeda,False
938,Twitter/X,slika,8245,760,158,20,0,9,srijeda,False
939,Facebook,reel,747,29,2,0,1,12,petak,False
940,Instagram,carousel,1411,90,23,2,0,22,utorak,False
941,Twitter/X,story,27085,1123,84,33,3,20,cetvrtak,False
942,YouTube,reel,7549,232,26,7,3,11,cetvrtak,False
943,TikTok,video,23504,300,73,4,22,14,nedjelja,False
944,YouTube,video,77075,3022,128,117,5,2,srijeda,False
945,TikTok,reel,111259,14026,2836,131,16,11,srijeda,False
946,Instagram,video,13028,1151,51,19,12,16,nedjelja,False
947,Twitter/X,story,7542,172,14,17,1,15,nedjelja,False
948,Facebook,carousel,1041,22,0,0,4,2,nedjelja,False
949,Instagram,reel,666,42,1,1,10,11,subota,False
950,Facebook,video,2314,143,5,5,0,10,utorak,False
951,Facebook,tekst,6692,180,33,8,0,19,nedjelja,False
952,LinkedIn,tekst,611,10,0,0,2,14,subota,False
953,TikTok,slika,1573,112,3,3,9,6,srijeda,False
954,Instagram,carousel,3186,0,0,0,5,20,srijeda,False
955,YouTube,video,893,6,1,0,9,9,utorak,False
956,Instagram,carousel,45421,739,22,92,9,10,cetvrtak,False
957,Facebook,tekst,6795,209,7,5,0,12,ponedjeljak,False
958,Facebook,tekst,1065,16,0,0,0,12,nedjelja,False
959,Facebook,video,19082,1077,147,56,0,10,nedjelja,False
960,Facebook,slika,1940,94,4,3,4,9,cetvrtak,False
961,Instagram,carousel,267968,977,195,65,10,10,petak,False
962,TikTok,video,2564,241,48,14,11,7,cetvrtak,False
963,YouTube,video,1392,20,3,0,6,14,utorak,False
964,Instagram,carousel,1401,0,0,0,9,7,utorak,False
965,Instagram,carousel,9737,198,21,3,9,16,cetvrtak,False
966,Twitter/X,carousel,54700,2417,546,223,2,20,ponedjeljak,False
967,Instagram,carousel,7626,487,24,12,20,8,nedjelja,False
968,Instagram,carousel,293,0,0,0,10,18,petak,False
969,TikTok,reel,24013,2087,33,60,10,1,cetvrtak,False
970,Instagram,reel,1706,214,14,12,13,8,cetvrtak,False
971,TikTok,video,2230,159,5,4,9,8,utorak,False
972,Instagram,slika,19233,0,0,0,10,8,utorak,False
973,LinkedIn,slika,31133,1490,327,21,2,9,subota,False
974,Twitter/X,slika,513,33,5,1,7,15,utorak,False
975,Facebook,carousel,1319,124,6,1,5,10,utorak,False
976,TikTok,video,7923,269,6,5,23,7,subota,False
977,TikTok,slika,1064,18,0,0,13,20,cetvrtak,False
978,Instagram,slika,9395,1067,145,62,7,17,srijeda,False
979,LinkedIn,tekst,5852,5,0,0,2,19,srijeda,False
980,Instagram,carousel,2158,36,3,2,5,11,nedjelja,False
981,Instagram,reel,24612,1342,92,81,13,15,nedjelja,False
982,YouTube,video,35242,1466,246,16,0,17,srijeda,False
983,Twitter/X,tekst,1200,18,5,1,4,18,srijeda,False
984,Instagram,story,22689,881,24,51,20,10,ponedjeljak,False
985,YouTube,story,10015,406,82,13,0,10,petak,False
986,TikTok,reel,743,12,2,0,20,11,petak,False
987,Instagram,carousel,4975,62,4,1,17,18,cetvrtak,False
988,TikTok,video,1906,0,0,0,25,17,utorak,False
989,TikTok,reel,20050,117,14,4,8,20,nedjelja,False
990,LinkedIn,story,1013,132,15,18,0,17,petak,False
991,TikTok,video,4370,222,50,4,13,17,cetvrtak,False
992,YouTube,video,488,44,1,6,6,11,srijeda,False
993,TikTok,video,100,2,0,0,12,17,ponedjeljak,False
994,Facebook,slika,419,24,0,2,0,8,cetvrtak,False
995,Instagram,reel,14796,817,172,20,7,9,ponedjeljak,False
996,TikTok,reel,9056,1310,227,48,7,19,srijeda,False
997,Facebook,story,3051,84,5,8,0,14,ponedjeljak,False
998,Twitter/X,tekst,4065,42,1,0,0,13,utorak,False
999,YouTube,video,27754,2381,253,161,4,8,subota,False
1000,YouTube,reel,7413,281,37,26,3,10,srijeda,False
1001,TikTok,video,7529,835,148,59,7,22,nedjelja,False
1002,Facebook,tekst,9063,141,10,12,1,19,cetvrtak,False
1003,LinkedIn,tekst,2151,16,1,0,2,11,petak,False
1004,Facebook,tekst,586,33,3,4,3,22,petak,False
1005,Instagram,carousel,15139,347,36,18,1,7,ponedjeljak,False
1006,Instagram,story,745,78,6,1,16,10,utorak,False
1007,TikTok,video,3250,178,10,1,6,21,utorak,False
1008,Facebook,slika,1191,130,23,16,8,17,subota,False
1009,Instagram,reel,14022,950,80,63,13,12,cetvrtak,False
1010,Facebook,tekst,617,12,1,0,2,11,subota,False
1011,TikTok,reel,3088,83,7,5,15,16,cetvrtak,False
1012,Twitter/X,slika,50529,1768,172,191,3,7,utorak,False
1013,TikTok,slika,10601,596,37,12,8,9,utorak,False
1014,TikTok,video,138062,1298,98,142,5,20,subota,False
1015,Instagram,carousel,4704,389,59,3,13,7,ponedjeljak,False
1016,Twitter/X,story,1253,22,1,0,4,11,utorak,False
1017,Instagram,slika,4737,101,1,1,13,20,nedjelja,False
1018,Instagram,slika,178782,2602,281,120,22,10,cetvrtak,False
1019,Facebook,slika,241343,18718,4651,2448,0,7,ponedjeljak,False
1020,Twitter/X,tekst,16622,832,153,23,0,11,ponedjeljak,False
1021,Instagram,reel,1354,2,0,0,11,17,nedjelja,False
1022,Facebook,tekst,6217,204,2,10,1,10,srijeda,False
1023,Twitter/X,tekst,8096,131,30,18,10,10,ponedjeljak,False
1024,Instagram,carousel,3571,82,9,1,8,9,cetvrtak,False
1025,Facebook,carousel,1361,150,26,8,5,19,petak,False
1026,Twitter/X,tekst,9686,230,6,10,5,8,petak,False
1027,Facebook,slika,3983,212,23,4,4,16,nedjelja,False
1028,Twitter/X,reel,4127,144,7,16,2,18,ponedjeljak,False
1029,Twitter/X,tekst,1190,39,12,1,0,17,utorak,False
1030,Facebook,story,664,21,4,0,2,15,srijeda,False
1031,Instagram,carousel,100,3,0,0,0,16,nedjelja,False
1032,TikTok,video,3195,455,18,4,13,17,nedjelja,False
1033,Instagram,tekst,50239,3119,89,48,15,6,petak,False
1034,Instagram,slika,101225,856,32,14,8,14,nedjelja,False
1035,TikTok,video,1573,0,0,0,14,17,cetvrtak,False
1036,TikTok,video,338130,6549,1876,727,5,6,petak,False
1037,TikTok,reel,71302,4374,472,93,0,17,nedjelja,False
1038,TikTok,carousel,4221,250,31,9,5,7,petak,False
1039,YouTube,video,4187,59,8,1,0,1,cetvrtak,False
1040,Facebook,carousel,2644,255,24,14,7,9,ponedjeljak,False
1041,Instagram,carousel,4620,176,18,12,0,9,ponedjeljak,False
1042,Twitter/X,carousel,8497,133,23,2,0,8,ponedjeljak,False
1043,Instagram,carousel,32548,754,32,11,17,9,subota,False
1044,Facebook,video,6375,389,51,14,0,10,ponedjeljak,False
1045,Twitter/X,tekst,2529,193,5,10,6,20,subota,False
1046,Instagram,video,2854,68,1,1,18,12,petak,False
1047,TikTok,reel,102,1,0,0,10,17,ponedjeljak,False
1048,TikTok,video,36142,4189,341,311,14,16,srijeda,False
1049,Instagram,reel,56548,1811,74,61,8,22,cetvrtak,False
1050,TikTok,slika,7406,13,0,0,4,14,utorak,False
1051,Twitter/X,tekst,600,1,0,0,1,8,nedjelja,False
1052,Instagram,carousel,14723,157,15,3,6,16,srijeda,False
1053,LinkedIn,carousel,8203,359,25,21,5,9,petak,False
1054,YouTube,video,27327,0,0,0,4,10,ponedjeljak,False
1055,LinkedIn,reel,7748,0,0,0,0,11,ponedjeljak,False
1056,TikTok,reel,1030,39,4,0,6,18,ponedjeljak,False
1057,TikTok,video,761,53,9,1,17,15,subota,False
1058,YouTube,video,41850,2019,305,311,2,21,utorak,False
1059,TikTok,reel,2070,190,21,6,15,15,nedjelja,False
1060,Instagram,carousel,1003,29,3,2,8,20,petak,False
1061,Facebook,slika,130108,2836,170,100,5,21,petak,False
1062,Facebook,carousel,9464,0,0,0,3,19,subota,False
1063,Facebook,slika,1583,52,8,4,2,15,subota,False
1064,LinkedIn,tekst,126,1,0,0,3,9,petak,False
1065,Instagram,slika,19898,439,115,25,1,15,srijeda,False
1066,Instagram,carousel,807,30,2,0,9,19,nedjelja,False
1067,Twitter/X,tekst,2415,16,0,0,0,6,srijeda,False
1068,Twitter/X,tekst,13404,267,61,31,0,19,cetvrtak,False
1069,Facebook,tekst,3546,119,21,3,2,16,cetvrtak,False
1070,Instagram,slika,1669,176,8,21,22,8,ponedjeljak,False
1071,Facebook,carousel,7344,290,10,5,2,6,subota,False
1072,Instagram,carousel,10496,1237,339,72,13,16,srijeda,False
1073,TikTok,reel,9660,723,103,68,11,11,cetvrtak,False
1074,Facebook,story,368,11,2,1,5,9,ponedjeljak,False
1075,Instagram,tekst,4083,74,15,1,13,20,cetvrtak,False
1076,YouTube,video,36100,2951,331,91,3,7,cetvrtak,False
1077,TikTok,reel,174,14,2,1,3,14,srijeda,False
1078,Facebook,tekst,18330,500,48,21,0,17,ponedjeljak,False
1079,TikTok,story,50496,3475,448,98,19,10,subota,False
1080,Instagram,carousel,414,0,0,0,18,20,srijeda,False
1081,TikTok,video,82446,20759,2483,1095,14,11,nedjelja,True
1082,TikTok,reel,1645,319,62,4,15,0,ponedjeljak,True
1083,TikTok,tekst,4137,26,4,3,17,23,petak,False
1084,TikTok,video,5058,1396,73,63,3,12,petak,True
1085,YouTube,story,9203,272,18,14,1,19,srijeda,False
1086,TikTok,story,2949,8,0,0,7,20,subota,False
1087,Instagram,reel,2126,206,66,10,12,16,nedjelja,False
1088,LinkedIn,story,55580,3687,302,32,5,15,nedjelja,False
1089,Twitter/X,video,51510,28,1,0,5,12,utorak,False
1090,Facebook,tekst,1079,27,4,1,2,6,petak,False
1091,Instagram,story,100,8,2,0,12,10,subota,False
1092,Instagram,slika,394,37,4,2,8,14,srijeda,False
1093,Twitter/X,tekst,91325,4165,775,536,0,14,subota,False
1094,Instagram,video,48549,1197,313,47,7,21,srijeda,False
1095,Instagram,slika,24694,644,145,23,13,10,nedjelja,False
1096,TikTok,video,296,3,0,0,23,20,petak,False
1097,TikTok,reel,3466,144,40,22,10,15,petak,False
1098,TikTok,video,3722,0,0,0,4,5,cetvrtak,False
1099,Instagram,story,5054,52,2,6,15,15,nedjelja,False
1100,Facebook,slika,37794,749,66,23,0,0,subota,False
1101,Instagram,slika,8526,9,0,0,14,17,subota,False
1102,TikTok,video,158552,10602,831,213,9,22,utorak,False
1103,Twitter/X,video,1643,234,6,27,2,20,cetvrtak,False
1104,LinkedIn,story,4576,178,21,7,0,12,srijeda,False
1105,TikTok,video,3642,78,5,2,5,12,ponedjeljak,False
1106,TikTok,reel,6509,263,47,14,13,12,srijeda,False
1107,Instagram,story,35975,3814,576,114,11,21,nedjelja,False
1108,TikTok,tekst,957,62,2,3,12,21,ponedjeljak,False
1109,TikTok,video,1139,86,10,1,22,15,subota,False
1110,LinkedIn,tekst,2218,22,0,0,0,20,srijeda,False
1111,TikTok,video,13527,1636,37,43,8,16,cetvrtak,False
1112,Instagram,video,2260,219,21,5,6,11,srijeda,False
1113,YouTube,video,1858,100,6,12,8,17,nedjelja,False
1114,YouTube,reel,720,58,2,0,4,10,ponedjeljak,False
1115,TikTok,slika,1733,198,7,10,8,17,petak,False
1116,TikTok,video,13366,2009,384,37,11,10,subota,False
1117,LinkedIn,tekst,3101,24,5,1,5,13,petak,False
1118,Instagram,tekst,18518,405,9,28,5,20,cetvrtak,False
1119,YouTube,tekst,29591,1352,19,45,3,14,cetvrtak,False
1120,TikTok,reel,7134,420,82,11,16,19,ponedjeljak,False
1121,Instagram,slika,6411,293,39,3,6,6,srijeda,False
1122,YouTube,video,2883,151,15,2,4,18,subota,False
1123,Facebook,slika,3447,287,36,24,0,10,petak,False
1124,TikTok,slika,3953,0,0,0,7,13,nedjelja,False
1125,TikTok,video,26097,2526,212,126,12,20,subota,False
1126,Instagram,reel,527,11,0,0,2,10,petak,False
1127,TikTok,video,178863,26396,1240,2050,6,16,petak,False
1128,Instagram,slika,1893,95,14,2,17,8,subota,False
1129,Instagram,slika,7850,0,0,0,21,7,nedjelja,False
1130,TikTok,reel,4183,0,0,0,0,13,nedjelja,False
1131,Twitter/X,tekst,9928,318,65,21,2,11,srijeda,False
1132,Facebook,tekst,72797,82,20,3,0,10,subota,False
1133,Facebook,slika,30298,2364,525,125,9,18,cetvrtak,False
1134,Facebook,carousel,11879,711,145,28,0,17,utorak,False
1135,Instagram,carousel,1783,104,10,2,13,6,ponedjeljak,False
1136,Instagram,carousel,111836,4306,109,273,7,15,subota,False
1137,Instagram,tekst,15716,158,10,21,24,18,srijeda,False
1138,TikTok,reel,16875,1465,112,69,18,20,utorak,False
1139,YouTube,carousel,3600,168,6,21,0,20,nedjelja,False
1140,TikTok,reel,35460,1561,100,45,16,16,cetvrtak,False
1141,Twitter/X,tekst,3837,202,32,6,3,21,subota,False
1142,Facebook,story,97752,8148,2616,304,0,16,utorak,False
1143,TikTok,reel,30273,370,28,5,9,2,ponedjeljak,False
1144,TikTok,video,1157,47,11,1,10,16,cetvrtak,False
1145,YouTube,video,1190,37,6,3,4,15,srijeda,False
1146,YouTube,video,4477,387,25,25,4,10,ponedjeljak,False
1147,Instagram,reel,5508,0,0,0,3,8,cetvrtak,False
1148,Instagram,reel,12316,1051,68,21,2,13,srijeda,False
1149,Instagram,reel,100,17,4,0,13,16,srijeda,False
1150,TikTok,reel,16862,77,3,10,9,17,srijeda,False
1151,Facebook,carousel,34271,1826,238,98,1,20,petak,False
1152,Twitter/X,slika,331,3,0,0,6,20,utorak,False
1153,TikTok,story,14727,344,23,25,16,22,cetvrtak,False
1154,Facebook,reel,8399,790,15,58,5,12,nedjelja,False
1155,Facebook,reel,298,47,0,0,2,2,cetvrtak,False
1156,Twitter/X,tekst,999,28,0,0,3,6,utorak,False
1157,Instagram,video,14298,630,22,9,21,16,cetvrtak,False
1158,TikTok,reel,33864,2108,443,179,9,16,cetvrtak,False
1159,Facebook,slika,747,52,6,4,1,12,nedjelja,False
1160,TikTok,reel,8177,1419,244,36,10,6,ponedjeljak,False
1161,Facebook,tekst,1917,6,0,0,0,7,petak,False
1162,Instagram,reel,2232,182,5,3,21,7,ponedjeljak,False
1163,Twitter/X,carousel,31164,2121,115,224,1,8,petak,False
1164,Facebook,slika,333,6,0,0,6,12,utorak,False
1165,Instagram,slika,5545,237,71,6,7,4,srijeda,False
1166,Twitter/X,tekst,9623,248,6,31,2,9,srijeda,False
1167,Twitter/X,reel,4665,610,32,29,3,13,utorak,False
1168,YouTube,video,7827,409,23,3,4,11,subota,False
1169,TikTok,reel,42536,3625,150,114,5,18,srijeda,False
1170,Twitter/X,slika,14186,174,39,4,3,5,ponedjeljak,False
1171,Instagram,slika,12265,1443,97,25,15,23,cetvrtak,False
1172,Instagram,carousel,5260,68,9,3,4,12,srijeda,False
1173,YouTube,slika,290,3,0,0,4,19,subota,False
1174,LinkedIn,tekst,319,15,3,2,2,19,ponedjeljak,False
1175,Instagram,carousel,139365,6331,371,192,11,21,subota,False
1176,TikTok,story,14837,552,72,13,9,14,subota,False
1177,LinkedIn,tekst,39825,838,262,48,4,16,petak,False
1178,TikTok,reel,662,0,0,0,12,15,ponedjeljak,False
1179,Instagram,reel,28125,536,27,72,15,23,ponedjeljak,False
1180,Instagram,video,100,4,0,0,12,23,nedjelja,False
1181,LinkedIn,tekst,9930,188,5,5,3,10,petak,False
1182,Twitter/X,tekst,647,23,0,0,5,16,petak,False
1183,Twitter/X,carousel,1931,220,4,5,4,9,nedjelja,False
1184,Facebook,slika,85085,1934,147,44,3,20,ponedjeljak,False
1185,TikTok,video,67929,0,0,0,13,21,utorak,False
1186,Twitter/X,tekst,1258,65,6,2,2,8,petak,False
1187,LinkedIn,tekst,100,2,0,0,0,15,subota,False
1188,TikTok,reel,355,11,2,0,10,1,petak,False
1189,TikTok,video,8250,349,80,25,14,13,ponedjeljak,False
1190,TikTok,reel,1298,69,3,0,11,4,srijeda,False
1191,Instagram,slika,14697,1675,125,91,19,11,subota,False
1192,Instagram,reel,513,40,0,0,13,14,petak,False
1193,Twitter/X,tekst,3970,86,15,3,2,19,subota,False
1194,TikTok,reel,1335,57,7,1,16,17,utorak,False
1195,Instagram,carousel,2071,46,9,0,9,19,utorak,False
1196,TikTok,video,225,24,0,0,10,9,petak,False
1197,Instagram,carousel,6979,1044,255,13,12,10,cetvrtak,False
1198,Instagram,carousel,32549,188,31,6,9,17,subota,False
1199,TikTok,video,8334,266,70,35,6,14,srijeda,False
1200,Facebook,slika,1665,98,11,7,0,12,subota,False
1201,LinkedIn,reel,1875,57,4,2,6,12,ponedjeljak,False
1202,Instagram,carousel,21632,150,29,1,0,15,utorak,False
1203,Instagram,reel,132675,28378,2263,1681,10,9,nedjelja,True
1204,YouTube,video,4244,103,27,2,1,11,ponedjeljak,False
1205,Twitter/X,tekst,2747,62,3,2,0,14,petak,False
1206,YouTube,tekst,6513,148,12,9,4,8,cetvrtak,False
1207,YouTube,video,1810,77,24,0,4,2,srijeda,False
1208,TikTok,video,15942,1176,214,55,10,20,nedjelja,False
1209,TikTok,story,100,2,0,0,16,9,petak,False
1210,Twitter/X,tekst,12863,453,13,35,0,9,ponedjeljak,False
1211,Instagram,carousel,235,5,0,0,8,7,cetvrtak,False
1212,Instagram,slika,2409,57,1,8,13,15,nedjelja,False
1213,TikTok,video,25672,4328,720,96,15,7,ponedjeljak,False
1214,Facebook,video,3769,94,7,4,3,6,cetvrtak,False
1215,Twitter/X,tekst,2977,22,4,0,0,23,utorak,False
1216,Twitter/X,reel,2150,0,0,0,6,11,srijeda,False
1217,Instagram,tekst,15324,170,25,11,5,7,srijeda,False
1218,Facebook,reel,4158,59,11,1,4,15,ponedjeljak,False
1219,YouTube,video,2098,122,17,10,3,11,cetvrtak,False
1220,TikTok,reel,6802,585,20,16,16,23,cetvrtak,False
1221,Facebook,video,8580,1103,149,43,9,11,subota,False
1222,YouTube,video,1061,36,0,1,3,13,petak,False
1223,Twitter/X,story,466,25,2,1,0,10,cetvrtak,False
1224,TikTok,reel,1019,108,5,2,22,17,subota,False
1225,Instagram,reel,9074,476,23,16,10,17,cetvrtak,False
1226,LinkedIn,tekst,100,1,0,0,5,13,cetvrtak,False
1227,Instagram,carousel,14099,536,58,10,8,15,cetvrtak,False
1228,Instagram,slika,5765,8,0,0,6,21,cetvrtak,False
1229,Facebook,slika,1746,30,7,2,6,18,petak,False
1230,Instagram,carousel,520,8,1,0,8,15,nedjelja,False
1231,Facebook,tekst,21614,331,15,34,0,5,srijeda,False
1232,Instagram,slika,382,8,1,0,1,3,petak,False
1233,YouTube,video,321804,23868,738,635,7,10,utorak,False
1234,Instagram,slika,34870,943,23,69,28,21,subota,False
1235,YouTube,reel,1607,195,58,12,0,14,ponedjeljak,False
1236,LinkedIn,tekst,49632,1511,207,91,3,9,cetvrtak,False
1237,Twitter/X,video,5200,484,173,19,4,5,utorak,False
1238,Twitter/X,story,556,9,0,0,8,15,petak,False
1239,TikTok,video,5666,1347,53,110,16,18,utorak,True
1240,Instagram,carousel,516,39,4,0,15,14,ponedjeljak,False
1241,Instagram,carousel,843,46,4,1,5,9,srijeda,False
1242,TikTok,video,3071,209,39,21,0,18,nedjelja,False
1243,LinkedIn,tekst,21322,481,18,55,4,14,srijeda,False
1244,Instagram,reel,6770,993,159,37,16,12,utorak,False
1245,Instagram,carousel,18749,638,19,27,9,15,nedjelja,False
1246,TikTok,carousel,62100,1268,33,20,6,17,petak,False
1247,TikTok,reel,7722,916,170,19,19,6,cetvrtak,False
1248,TikTok,carousel,3952,280,11,10,16,14,subota,False
1249,YouTube,video,5894,129,21,14,1,8,cetvrtak,False
1250,TikTok,video,610,107,6,5,10,13,ponedjeljak,True
1251,Facebook,tekst,8185,71,15,1,4,13,subota,False
1252,Instagram,slika,14596,216,17,20,9,23,petak,False
1253,TikTok,story,5231,404,49,17,2,14,srijeda,False
1254,TikTok,slika,4516,88,3,2,10,8,cetvrtak,False
1255,Instagram,video,2006,106,7,3,14,18,ponedjeljak,False
1256,TikTok,video,36379,1118,87,33,18,6,utorak,False
1257,Instagram,slika,19825,1709,76,71,12,17,utorak,False
1258,Instagram,carousel,153,0,0,0,18,16,cetvrtak,False
1259,TikTok,reel,123707,2672,312,54,1,16,petak,False
1260,Facebook,video,3321,314,6,28,5,11,nedjelja,False
1261,Instagram,carousel,1513,137,13,12,21,21,petak,False
1262,LinkedIn,carousel,425,28,0,2,6,17,srijeda,False
1263,YouTube,video,69182,9547,1515,1077,0,10,utorak,False
1264,Facebook,carousel,207,0,0,0,9,11,petak,False
1265,Facebook,story,8466,440,10,17,0,9,petak,False
1266,Instagram,video,30665,1028,190,54,10,13,nedjelja,False
1267,Twitter/X,tekst,3899,318,38,3,8,16,srijeda,False
1268,TikTok,video,17431,877,158,114,9,14,ponedjeljak,False
1269,Instagram,video,5342,563,133,19,10,12,ponedjeljak,False
1270,LinkedIn,slika,1259,16,1,1,4,16,utorak,False
1271,TikTok,video,2208,200,9,23,16,20,subota,False
1272,Instagram,slika,2224,69,9,2,21,12,nedjelja,False
1273,Instagram,slika,1510,29,1,4,6,8,utorak,False
1274,Instagram,reel,547,21,1,0,6,16,srijeda,False
1275,Instagram,slika,5132,425,33,14,11,8,utorak,False
1276,YouTube,reel,440,33,4,1,3,9,nedjelja,False
1277,YouTube,video,1176,12,1,0,4,9,cetvrtak,False
1278,Twitter/X,tekst,2346,174,32,6,1,16,utorak,False
1279,Twitter/X,story,13803,1031,162,8,2,11,srijeda,False
1280,TikTok,reel,35104,985,101,103,22,17,cetvrtak,False
1281,Instagram,carousel,10248,989,74,96,11,13,cetvrtak,False
1282,TikTok,carousel,4090,25,3,1,17,20,srijeda,False
1283,Facebook,tekst,94311,3138,374,101,4,18,petak,False
1284,Instagram,reel,19618,1884,168,104,12,5,utorak,False
1285,Instagram,reel,24218,1237,24,30,1,19,utorak,False
1286,Twitter/X,story,31193,1943,561,263,0,14,nedjelja,False
1287,TikTok,reel,31300,3047,266,24,10,11,cetvrtak,False
1288,Facebook,tekst,7391,0,0,0,0,12,utorak,False
1289,Facebook,slika,9628,249,23,22,1,12,subota,False
1290,TikTok,video,20945,1219,69,55,11,9,ponedjeljak,False
1291,Instagram,slika,1109,156,4,6,11,13,petak,False
1292,LinkedIn,slika,4755,395,23,6,3,6,ponedjeljak,False
1293,YouTube,video,712,11,1,0,6,20,subota,False
1294,YouTube,video,144818,8007,637,382,0,6,srijeda,False
1295,YouTube,video,7742,152,38,11,0,16,utorak,False
1296,Instagram,reel,3304,124,14,0,19,18,utorak,False
1297,Instagram,tekst,800,23,3,0,2,16,cetvrtak,False
1298,TikTok,story,27366,1598,46,144,16,9,ponedjeljak,False
1299,TikTok,story,3234,70,10,2,22,9,subota,False
1300,Instagram,video,2079,160,16,8,13,8,utorak,False
1301,TikTok,story,109136,1863,96,91,0,22,nedjelja,False
1302,Instagram,reel,3528,112,33,6,15,20,petak,False
1303,YouTube,video,439,40,2,0,1,11,srijeda,False
1304,Facebook,story,931,32,0,1,0,16,cetvrtak,False
1305,Instagram,reel,6201,245,3,14,6,19,nedjelja,False
1306,LinkedIn,slika,260,7,0,0,6,7,utorak,False
1307,Instagram,story,148,3,0,0,12,11,srijeda,False
1308,LinkedIn,tekst,688,19,1,0,2,12,petak,False
1309,YouTube,reel,610,21,6,0,9,18,ponedjeljak,False
1310,YouTube,reel,3818,224,6,8,3,15,cetvrtak,False
1311,Instagram,carousel,649,25,1,0,7,17,petak,False
1312,LinkedIn,carousel,384,35,1,3,5,14,cetvrtak,False
1313,Facebook,tekst,3337,262,31,8,4,10,utorak,False
1314,TikTok,reel,1334,18,0,1,6,11,cetvrtak,False
1315,Instagram,reel,24223,2647,367,47,8,20,ponedjeljak,False
1316,Twitter/X,tekst,5383,144,14,3,4,18,ponedjeljak,False
1317,Twitter/X,story,115261,6700,620,134,1,16,ponedjeljak,False
1318,TikTok,slika,32881,0,0,0,18,10,utorak,False
1319,Facebook,slika,17207,29,0,2,2,18,cetvrtak,False
1320,Instagram,slika,1224,22,1,0,13,20,subota,False
1321,TikTok,video,2059,108,14,5,14,13,petak,False
1322,YouTube,video,1819,317,7,21,0,21,nedjelja,False
1323,LinkedIn,reel,3435,134,7,10,5,18,cetvrtak,False
1324,Instagram,carousel,4823,277,19,4,0,17,srijeda,False
1325,TikTok,reel,266,18,2,0,12,20,nedjelja,False
1326,Instagram,slika,5515,194,2,12,16,19,srijeda,False
1327,Instagram,carousel,73839,176,5,9,16,12,nedjelja,False
1328,Instagram,slika,7074,253,26,22,4,6,cetvrtak,False
1329,TikTok,reel,1213,10,0,1,8,14,cetvrtak,False
1330,Instagram,tekst,24741,219,19,24,16,7,nedjelja,False
1331,TikTok,video,15976,1547,38,56,1,14,cetvrtak,False
1332,Twitter/X,carousel,6633,0,0,0,5,16,utorak,False
1333,YouTube,video,5806,412,4,23,5,11,nedjelja,False
1334,Facebook,slika,19414,129,12,8,0,11,ponedjeljak,False
1335,LinkedIn,tekst,100,1,0,0,2,19,utorak,False
1336,Facebook,carousel,2102,0,0,0,3,12,subota,False
1337,TikTok,reel,1896,111,14,4,7,9,ponedjeljak,False
1338,Instagram,story,6080,0,0,0,8,5,srijeda,False
1339,Facebook,tekst,54903,1289,189,40,0,18,nedjelja,False
1340,TikTok,carousel,10913,873,60,94,14,10,srijeda,False
1341,Facebook,carousel,3571,555,47,8,5,14,ponedjeljak,False
1342,TikTok,video,10190,287,50,11,1,20,petak,False
1343,Facebook,reel,6288,189,58,12,4,14,srijeda,False
1344,TikTok,reel,30926,0,0,0,8,12,petak,False
1345,Instagram,slika,23793,2471,21,59,27,19,utorak,False
1346,Twitter/X,tekst,185054,6718,622,311,4,16,utorak,False
1347,Facebook,video,1556,170,12,10,3,15,srijeda,False
1348,Instagram,slika,5532,845,163,64,14,15,srijeda,False
1349,Instagram,slika,33796,2244,46,59,1,11,ponedjeljak,False
1350,Instagram,carousel,317,8,0,0,14,23,utorak,False
1351,TikTok,reel,12120,1030,21,54,6,7,nedjelja,False
