campaign_id,subject_line_type,send_time,open_rate,click_rate,unsubscribe
2361,informational,evening,0.1294,0.0508,0.0007
2362,urgent,night,0.2084,0.0426,0.0023
2363,informational,evening,0.1562,0.0664,0.0056
2364,informational,afternoon,0.2659,0.0725,0
2365,informational,morning,0.2147,0.0875,0.0063
2366,promotional,morning,0.168,0.0389,0.0059
2367,informational,evening,0.1182,0.0488,0.0037
2368,informational,morning,0.2353,0.0777,0.0017
2369,personalized,morning,0.2233,0.0809,0.0015
2370,promotional,night,0.2167,0.0534,0.0085
2371,promotional,afternoon,0.1165,0.0305,0.0097
2372,urgent,evening,0.1676,0.0641,0.0048
2373,informational,afternoon,0.1578,0.0263,0.0013
2374,informational,night,0.0659,0.001,0.0061
2375,informational,morning,0.096,0.0453,0.0048
2376,urgent,night,0.1405,0.0713,0.0029
2377,promotional,night,0.1914,0.058,0.0078
2378,promotional,evening,0.1433,0.0338,0.0038
2379,personalized,afternoon,0.2056,0.0555,0.0069
2380,personalized,morning,0.1781,0.0692,0.0076
2381,promotional,night,0.0444,0.019,0.0018
2382,urgent,afternoon,0.1779,0.0219,0.01
2383,urgent,afternoon,0.1942,0.0588,0.0045
2384,personalized,night,0.1557,0.0731,0.0014
2385,urgent,morning,0.1869,0.0774,0.0036
2386,informational,morning,0.2179,0.0515,0.0047
2387,urgent,evening,0.1899,0.0344,0.0086
2388,urgent,morning,0.2296,0.0453,0.0028
2389,personalized,evening,0.2275,0.0697,0.0037
2390,informational,night,0.0572,0.0205,0.0018
2391,informational,afternoon,0.174,0.0627,0
2392,promotional,afternoon,0.0931,0.0536,0.0078
2393,promotional,morning,0.1452,0.058,0.007
2394,promotional,morning,0.1503,0.0412,0.0032
2395,urgent,night,0.1449,0.001,0.0062
2396,informational,evening,0.1084,0.0482,0.0041
2397,informational,evening,0.083,0.0382,0.0015
2398,informational,afternoon,0.1485,0.0514,0.0085
2399,urgent,morning,0.1678,0.0724,0.0056
2400,promotional,night,0.1122,0.0145,0
2401,informational,evening,0.0847,0.0166,0.0033
2402,personalized,night,0.2649,0.1093,0.0057
2403,urgent,night,0.1068,0.0139,0.0056
2404,informational,morning,0.1337,0.0646,0.0003
2405,urgent,afternoon,0.2072,0.0966,0.0086
2406,informational,night,0.1471,0.0616,0.0065
2407,promotional,morning,0.1241,0.0464,0.0036
2408,urgent,evening,0.2026,0.0464,0.0089
2409,urgent,evening,0.1134,0.0638,0.0071
2410,informational,evening,0.0975,0.0135,0.0054
2411,promotional,morning,0.1239,0.0514,0
2412,informational,evening,0.1155,0.027,0.0024
2413,urgent,night,0.1263,0.052,0.0086
2414,personalized,evening,0.2738,0.1039,0.0065
2415,urgent,evening,0.2429,0.074,0.006
2416,urgent,night,0.1239,0.0715,0.0056
2417,personalized,night,0.2414,0.0484,0
2418,urgent,afternoon,0.217,0.0919,0.0062
2419,personalized,afternoon,0.2719,0.0695,0.0034
2420,personalized,morning,0.2583,0.0459,0.0038
2421,informational,morning,0.2511,0.0717,0.0048
2422,personalized,morning,0.2606,0.0598,0.0034
2423,promotional,night,0.0448,0.001,0.0106
2424,urgent,afternoon,0.1284,0.0483,0.0027
2425,informational,evening,0.1642,0.0613,0.0022
2426,personalized,evening,0.1482,0.0636,0.0033
2427,personalized,night,0.1877,0.033,0.0131
2428,promotional,evening,0.1172,0.0066,0.005
2429,informational,evening,0.0811,0.001,0.0014
2430,promotional,afternoon,0.1144,0.0227,0.0023
2431,informational,evening,0.1183,0.0643,0.0053
2432,informational,morning,0.151,0.0304,0.0079
2433,informational,evening,0.0594,0.0143,0.0073
2434,personalized,afternoon,0.1793,0.0625,0.0053
2435,urgent,night,0.0923,0.0321,0.001
2436,promotional,evening,0.1444,0.0825,0.0076
2437,personalized,afternoon,0.2377,0.0938,0.005
2438,personalized,night,0.1607,0.0362,0
2439,personalized,morning,0.2154,0.0596,0.0037
2440,urgent,morning,0.1699,0.0494,0.0022
2441,urgent,evening,0.1794,0.0718,0
2442,informational,morning,0.179,0.0664,0.0024
2443,promotional,night,0.0486,0.0367,0.0068
2444,promotional,evening,0.2545,0.1069,0.008
2445,promotional,night,0.1,0.0271,0.0061
2446,personalized,evening,0.0844,0.0062,0.0038
2447,promotional,night,0.1604,0.0417,0.0034
2448,urgent,morning,0.2049,0.039,0.0061
2449,promotional,afternoon,0.1768,0.0435,0.0033
2450,promotional,night,0.0686,0.0141,0.0072
2451,urgent,morning,0.1679,0.0281,0.0082
2452,personalized,evening,0.0528,0.0478,0.0073
2453,urgent,night,0.1398,0.0543,0
2454,promotional,night,0.1042,0.0311,0.0017
2455,promotional,evening,0.0894,0.018,0.0019
2456,personalized,evening,0.1486,0.0172,0.0047
2457,urgent,afternoon,0.1277,0.0525,0.0012
2458,urgent,night,0.1508,0.0464,0.0056
2459,informational,morning,0.145,0.025,0.0073
2460,promotional,afternoon,0.2045,0.0826,0.0078
2461,promotional,evening,0.1228,0.0117,0.0055
2462,urgent,morning,0.1765,0.0423,0.0049
2463,promotional,night,0.1781,0.0543,0.0037
2464,promotional,morning,0.0699,0.0464,0.0062
2465,informational,night,0.1397,0.0157,0.0074
2466,informational,afternoon,0.1999,0.0551,0.0096
2467,urgent,evening,0.1101,0.0193,0.0095
2468,promotional,night,0.1501,0.0229,0.0052
2469,urgent,afternoon,0.2125,0.0635,0.003
2470,urgent,night,0.1961,0.0596,0.0064
2471,informational,afternoon,0.1861,0.0664,0.0019
2472,personalized,night,0.1312,0.037,0.0043
2473,informational,morning,0.0965,0.0246,0.0028
2474,personalized,evening,0.1138,0.0327,0.0076
2475,informational,morning,0.2075,0.0592,0.0038
2476,promotional,morning,0.2186,0.0663,0
2477,personalized,morning,0.2617,0.102,0.0025
2478,urgent,morning,0.2133,0.0629,0.001
2479,urgent,night,0.1072,0.0154,0.0062
2480,personalized,evening,0.1673,0.0352,0.0078
2481,personalized,night,0.2516,0.0716,0.0032
2482,informational,night,0.2344,0.0671,0.0019
2483,personalized,morning,0.2741,0.0879,0.0067
2484,informational,night,0.1603,0.0344,0.0049
2485,promotional,evening,0.0765,0.0113,0
2486,informational,night,0.16,0.0505,0.0086
2487,informational,morning,0.2265,0.0965,0.0036
2488,personalized,afternoon,0.2618,0.0929,0.0049
2489,informational,evening,0.2102,0.0842,0.0049
2490,personalized,evening,0.1682,0.0247,0.0041
2491,urgent,morning,0.3017,0.0761,0.0034
2492,urgent,evening,0.2376,0.0466,0.0081
2493,personalized,evening,0.1174,0.0272,0.0081
2494,promotional,night,0.1002,0.0315,0.0051
2495,promotional,afternoon,0.166,0.045,0.0034
2496,promotional,evening,0.0838,0.0322,0.0041
2497,personalized,evening,0.1625,0.0316,0.0086
2498,personalized,afternoon,0.1699,0.0384,0
2499,personalized,morning,0.2397,0.0615,0.0072
2500,urgent,evening,0.061,0.001,0
2501,informational,morning,0.1849,0.036,0.0067
2502,promotional,night,0.0906,0.0237,0.0031
2503,informational,night,0.0878,0.0418,0.0026
2504,urgent,night,0.1244,0.0299,0.0055
2505,informational,evening,0.1251,0.001,0.004
2506,promotional,afternoon,0.2399,0.0823,0
2507,informational,afternoon,0.1422,0.0691,0.0112
2508,informational,night,0.1539,0.0712,0.0043
2509,urgent,night,0.1014,0.056,0.01
2510,promotional,evening,0.183,0.0649,0.0071
2511,urgent,morning,0.1962,0.0635,0.0062
2512,personalized,morning,0.2742,0.0446,0.0065
2513,personalized,night,0.2072,0.0547,0.007
2514,promotional,night,0.0421,0.0134,0.01
2515,urgent,afternoon,0.2406,0.0829,0.005
2516,urgent,evening,0.0715,0.001,0.009
2517,informational,night,0.1083,0.0147,0.009
2518,personalized,morning,0.1798,0.0991,0.0061
2519,personalized,morning,0.3232,0.0914,0.0044
2520,informational,evening,0.1431,0.0513,0
2521,personalized,night,0.1557,0.0482,0.0068
2522,promotional,evening,0.1083,0.0179,0.0054
2523,informational,morning,0.1642,0.0682,0.0015
2524,promotional,evening,0.1844,0.0489,0.0027
2525,informational,afternoon,0.1346,0.0481,0.0037
2526,urgent,evening,0.0901,0.0295,0.0066
2527,promotional,evening,0.1714,0.053,0.0051
2528,urgent,night,0.2114,0.0743,0.0061
2529,personalized,morning,0.3165,0.1067,0
2530,promotional,evening,0.0985,0.0318,0.0062
2531,promotional,morning,0.1649,0.0708,0.0032
2532,promotional,morning,0.1583,0.0224,0.0053
2533,urgent,morning,0.2696,0.0893,0.0032
2534,personalized,afternoon,0.1878,0.0457,0.0079
2535,promotional,night,0.082,0.002,0.011
2536,informational,afternoon,0.1514,0.0739,0.0028
2537,personalized,evening,0.2225,0.0965,0.0058
2538,informational,afternoon,0.151,0.0929,0.0075
2539,urgent,evening,0.2289,0.0642,0.0026
2540,personalized,afternoon,0.2863,0.1021,0.0093
2541,promotional,evening,0.1303,0.0345,0.0043
2542,personalized,morning,0.2494,0.0736,0.0099
2543,informational,morning,0.2468,0.0964,0.003
2544,informational,afternoon,0.1673,0.0573,0.0062
2545,promotional,morning,0.2013,0.0596,0.0066
2546,informational,morning,0.1612,0.0407,0.0062
2547,promotional,morning,0.2445,0.0654,0.0053
2548,promotional,afternoon,0.0527,0.0152,0.0076
2549,informational,morning,0.1903,0.0839,0.0026
2550,promotional,afternoon,0.1956,0.0764,0.0091
2551,personalized,evening,0.2125,0.0458,0.0047
2552,personalized,afternoon,0.2454,0.0568,0.005
2553,personalized,night,0.1825,0.0556,0.0047
2554,urgent,afternoon,0.2397,0.0683,0.0099
2555,personalized,afternoon,0.1692,0.0592,0.003
2556,informational,evening,0.0661,0.0065,0.0018
2557,personalized,afternoon,0.1521,0.0195,0.0015
2558,promotional,evening,0.202,0.0346,0
2559,urgent,evening,0.1782,0.0298,0.0082
2560,urgent,afternoon,0.2034,0.0507,0.0066
2561,promotional,night,0.1071,0.0369,0
2562,informational,afternoon,0.1767,0.0312,0.0072
2563,personalized,afternoon,0.2071,0.0831,0.0074
2564,urgent,night,0.1511,0.0397,0.0006
2565,personalized,afternoon,0.1482,0.0328,0.004
2566,personalized,afternoon,0.1714,0.059,0.0067
2567,urgent,night,0.1784,0.0483,0.0077
2568,informational,night,0.1618,0.0688,0.0015
2569,urgent,afternoon,0.178,0.0282,0.0054
2570,personalized,night,0.2263,0.0454,0.0039
2571,urgent,afternoon,0.1744,0.0483,0.0057
2572,informational,evening,0.0787,0.001,0.0034
2573,informational,morning,0.1247,0.0469,0.0062
2574,promotional,morning,0.2844,0.0579,0.0082
2575,informational,night,0.1593,0.0557,0.003
2576,informational,night,0.1281,0.067,0.0067
2577,promotional,morning,0.1547,0.0737,0.008
2578,promotional,afternoon,0.0339,0.001,0.0066
2579,informational,morning,0.1823,0.0622,0.0038
2580,personalized,night,0.2723,0.0676,0.0066
2581,personalized,afternoon,0.2187,0.0039,0.003
2582,personalized,evening,0.1502,0.0451,0.003
2583,informational,morning,0.0846,0.0336,0.0003
2584,personalized,morning,0.1958,0.0668,0.0104
2585,personalized,morning,0.2661,0.0794,0.0021
2586,urgent,evening,0.0924,0.0199,0.0045
2587,urgent,night,0.1644,0.049,0.0034
2588,informational,evening,0.0699,0.0227,0.0064
2589,promotional,night,0.1637,0.0607,0.0051
2590,urgent,afternoon,0.1683,0.036,0.004
2591,promotional,morning,0.1774,0.0669,0.0071
2592,urgent,night,0.1469,0.0366,0.0033
2593,personalized,morning,0.2237,0.1038,0.0006
2594,promotional,morning,0.1434,0.0815,0.0033
2595,urgent,afternoon,0.3354,0.1156,0.0061
2596,urgent,morning,0.1861,0.0818,0.0044
2597,promotional,morning,0.2063,0.067,0.0064
2598,promotional,afternoon,0.1324,0.0027,0.004
2599,urgent,night,0.1985,0.0504,0.0043
2600,promotional,morning,0.1614,0.0487,0.0067
2601,informational,evening,0.0451,0.0131,0.0032
2602,informational,morning,0.2208,0.0696,0.0069
2603,urgent,morning,0.1763,0.0286,0.0034
2604,promotional,afternoon,0.0992,0.047,0.0036
2605,promotional,evening,0.1328,0.031,0.0046
2606,urgent,morning,0.1777,0.0564,0.0065
2607,promotional,evening,0.2099,0.0465,0.0076
2608,urgent,morning,0.197,0.0836,0.0109
2609,promotional,evening,0.1498,0.0508,0
2610,personalized,evening,0.1665,0.065,0.0076
2611,promotional,afternoon,0.2059,0.0575,0.0015
2612,personalized,night,0.1833,0.0579,0.0061
2613,promotional,morning,0.2162,0.0533,0.0039
2614,urgent,morning,0.182,0.0694,0
2615,informational,afternoon,0.1341,0.0324,0.0048
2616,informational,morning,0.1803,0.0664,0.004
2617,promotional,night,0.0838,0.013,0.0034
2618,urgent,evening,0.1108,0.0404,0.0025
2619,personalized,afternoon,0.2228,0.0434,0.0046
2620,informational,evening,0.1458,0.0372,0.0097
2621,promotional,night,0.0692,0.0072,0.0022
2622,personalized,night,0.1473,0.0316,0.0066
2623,informational,morning,0.1882,0.0583,0.0097
2624,personalized,night,0.1823,0.0096,0.0071
2625,urgent,afternoon,0.1224,0.0627,0.0045
2626,informational,night,0.1544,0.0408,0.004
2627,informational,night,0.0578,0.0365,0.0031
2628,personalized,night,0.2235,0.083,0.0026
2629,promotional,morning,0.1144,0.1055,0.0063
2630,informational,morning,0.1534,0.0654,0.0048
2631,urgent,afternoon,0.1741,0.0873,0
2632,promotional,morning,0.1585,0.0761,0.0051
2633,urgent,night,0.1362,0.0391,0.0039
2634,promotional,night,0.2599,0.0852,0.0062
2635,urgent,night,0.1819,0.0751,0.0071
2636,informational,afternoon,0.1799,0.0572,0.0088
2637,informational,afternoon,0.1116,0.0278,0.0017
2638,informational,afternoon,0.1373,0.0241,0.0082
2639,personalized,morning,0.264,0.0793,0.0044
2640,urgent,morning,0.1351,0.0463,0.0112
2641,promotional,morning,0.2075,0.055,0.0108
2642,personalized,afternoon,0.2382,0.0569,0.0097
2643,urgent,afternoon,0.2166,0.0897,0
2644,promotional,night,0.0655,0.0127,0.0092
2645,personalized,night,0.1734,0.05,0.0052
2646,promotional,afternoon,0.0892,0.0301,0.0048
2647,promotional,morning,0.1834,0.0493,0.0036
2648,personalized,afternoon,0.3176,0.0865,0.0089
2649,informational,morning,0.2003,0.0534,0.002
2650,urgent,evening,0.1628,0.0458,0.0008
2651,promotional,afternoon,0.2014,0.0726,0.0011
2652,promotional,night,0.1041,0.0344,0.0077
2653,promotional,afternoon,0.0853,0.0314,0.0063
2654,informational,night,0.1461,0.0437,0.0117
2655,informational,night,0.1207,0.0343,0.0065
2656,personalized,night,0.1287,0.0443,0.0011
2657,personalized,morning,0.2032,0.0565,0.0006
2658,urgent,night,0.1155,0.0289,0.0046
2659,personalized,evening,0.2346,0.0554,0.006
2660,urgent,morning,0.1478,0.0416,0.0021
2661,urgent,night,0.1562,0.0688,0.0045
2662,promotional,morning,0.2186,0.0566,0.006
2663,urgent,morning,0.2446,0.0641,0.0027
2664,promotional,afternoon,0.1345,0.0226,0.0083
2665,personalized,afternoon,0.17,0.0537,0.0018
2666,urgent,evening,0.1061,0.0291,0.0083
2667,urgent,afternoon,0.1347,0.0771,0.0074
2668,informational,afternoon,0.1523,0.0441,0
2669,informational,afternoon,0.1484,0.0464,0.0062
2670,informational,evening,0.1316,0.0533,0.0067
2671,informational,night,0.0915,0.0169,0.0033
2672,promotional,night,0.1746,0.0632,0.0081
2673,urgent,morning,0.2137,0.0743,0.0029
2674,informational,afternoon,0.1609,0.0329,0.0015
2675,personalized,evening,0.114,0.07,0.0065
2676,informational,night,0.0916,0.0299,0.0074
2677,informational,night,0.0429,0.04,0.0035
2678,urgent,afternoon,0.117,0.0487,0.0065
2679,informational,afternoon,0.1555,0.0426,0.0079
2680,informational,morning,0.194,0.0488,0.0067
2681,informational,night,0.1021,0.0399,0.0086
2682,urgent,afternoon,0.1064,0.0688,0.0045
2683,promotional,afternoon,0.1762,0.0628,0.0055
2684,personalized,morning,0.2547,0.0788,0.0058
2685,promotional,morning,0.194,0.0674,0.0051
2686,informational,night,0.1758,0.0461,0.0042
2687,promotional,morning,0.1748,0.0539,0.0039
2688,urgent,morning,0.1282,0.0293,0.0063
2689,personalized,night,0.1709,0.0219,0.0047
2690,personalized,evening,0.1697,0.0678,0.0045
2691,urgent,afternoon,0.1859,0.072,0.0059
2692,informational,afternoon,0.0708,0.0209,0.0038
2693,urgent,night,0.0678,0.0279,0.0053
2694,urgent,evening,0.1123,0.0183,0.0059
2695,informational,night,0.2093,0.0654,0
2696,personalized,afternoon,0.1404,0.0285,0.0008
2697,promotional,morning,0.1,0.001,0.0022
2698,urgent,evening,0.1759,0.0644,0.0057
2699,urgent,night,0.1636,0.051,0.0016
2700,personalized,night,0.158,0.0279,0.0041
2701,promotional,morning,0.1859,0.0682,0.0036
2702,urgent,morning,0.1536,0.0178,0.0087
2703,urgent,afternoon,0.1662,0.0591,0.0061
2704,personalized,afternoon,0.2747,0.0922,0.0057
2705,personalized,evening,0.0925,0.0504,0.0071
2706,informational,evening,0.1481,0.0464,0.0058
2707,informational,night,0.1691,0.0206,0.0051
2708,informational,afternoon,0.2335,0.0678,0.0039
2709,informational,evening,0.065,0.0299,0.0009
2710,urgent,afternoon,0.1104,0.0491,0.0074
2711,personalized,morning,0.1786,0.055,0.0061
2712,personalized,morning,0.1864,0.0694,0.0032
2713,informational,afternoon,0.172,0.0539,0.0041
2714,urgent,evening,0.2529,0.0868,0.0077
2715,personalized,afternoon,0.129,0.0555,0.0093
2716,personalized,morning,0.1712,0.0593,0.0017
2717,personalized,evening,0.2201,0.0611,0.0058
2718,personalized,night,0.1516,0.0324,0.0096
2719,urgent,night,0.1496,0.0664,0.0041
2720,informational,evening,0.1782,0.0638,0.0014
2721,personalized,morning,0.2926,0.0906,0.0052
2722,urgent,afternoon,0.1841,0.0757,0.0044
2723,urgent,evening,0.1705,0.0425,0.0022
2724,informational,night,0.0389,0.0341,0.0017
2725,informational,afternoon,0.145,0.0124,0.002
2726,informational,evening,0.084,0.0189,0.0028
2727,informational,morning,0.1814,0.0615,0.0002
2728,personalized,morning,0.2756,0.0964,0.0099
2729,personalized,night,0.0474,0.028,0.0028
2730,promotional,evening,0.0363,0.0563,0.0007
2731,urgent,afternoon,0.11,0.0615,0.0039
2732,urgent,morning,0.2685,0.0889,0.0092
2733,informational,morning,0.1482,0.069,0.0089
2734,informational,afternoon,0.0491,0.0248,0.009
2735,informational,morning,0.2343,0.0565,0.0049
2736,urgent,night,0.1711,0.0251,0.0078
2737,promotional,night,0.1505,0.0718,0.0022
2738,urgent,afternoon,0.0946,0.0358,0.005
2739,informational,afternoon,0.2703,0.0894,0.011
2740,personalized,evening,0.2187,0.0914,0.0089
2741,informational,afternoon,0.1845,0.0547,0.0076
2742,urgent,morning,0.1371,0.0637,0.0038
2743,urgent,night,0.1413,0.0143,0.004
2744,personalized,evening,0.1407,0.0293,0.0035
2745,urgent,afternoon,0.3237,0.1059,0.0071
2746,promotional,morning,0.1449,0.051,0.0038
2747,personalized,morning,0.3388,0.0764,0.0011
2748,promotional,morning,0.2313,0.0834,0.0067
2749,urgent,morning,0.1111,0.0388,0.0005
2750,promotional,morning,0.1504,0.0502,0.0086
2751,promotional,evening,0.1269,0.0456,0.0045
2752,promotional,evening,0.1665,0.0148,0.0085
2753,personalized,morning,0.2055,0.0267,0.0065
2754,promotional,evening,0.1936,0.0441,0.0048
2755,personalized,night,0.1618,0.07,0.0064
2756,promotional,morning,0.2311,0.0906,0.0033
2757,personalized,night,0.1822,0.0641,0.0068
2758,personalized,morning,0.1959,0.0972,0.0087
2759,promotional,afternoon,0.2176,0.0425,0.0033
2760,informational,night,0.085,0.0191,0.0019
2761,promotional,evening,0.0781,0.0214,0.0086
2762,urgent,morning,0.1908,0.0796,0.007
2763,urgent,night,0.1025,0.0564,0.0006
2764,informational,night,0.1176,0.0723,0.0074
2765,personalized,morning,0.1729,0.1001,0.0055
2766,personalized,morning,0.2733,0.0642,0.0033
2767,urgent,afternoon,0.1439,0.0389,0.0135
2768,informational,evening,0.0834,0.0359,0.0076
2769,informational,morning,0.0801,0.0309,0.0012
2770,promotional,evening,0.1347,0.0251,0.0044
2771,urgent,night,0.088,0.0183,0.0064
2772,informational,morning,0.2536,0.09,0.0079
2773,informational,afternoon,0.1952,0.0456,0.0021
2774,informational,evening,0.134,0.0286,0.0089
2775,promotional,afternoon,0.1066,0.0689,0.0033
2776,promotional,afternoon,0.1807,0.0793,0.0051
2777,informational,morning,0.1021,0.025,0
2778,promotional,night,0.1458,0.0451,0.0029
2779,informational,night,0.1426,0.0211,0.0114
2780,promotional,morning,0.1059,0.0488,0.0026
2781,informational,evening,0.1837,0.0785,0.0011
2782,informational,morning,0.0727,0.0232,0.004
2783,urgent,morning,0.2075,0.0672,0.0087
2784,informational,afternoon,0.2267,0.0634,0.0074
2785,informational,morning,0.1224,0.0606,0.0077
2786,urgent,night,0.0906,0.0503,0.0073
2787,urgent,morning,0.1691,0.027,0.0021
2788,urgent,evening,0.1607,0.051,0.002
2789,urgent,night,0.1335,0.0663,0.0045
2790,informational,afternoon,0.102,0.0269,0.0073
2791,promotional,evening,0.195,0.0969,0.0089
2792,urgent,evening,0.0512,0.0227,0.0081
2793,informational,afternoon,0.165,0.0557,0.0071
2794,promotional,night,0.1453,0.0741,0.0056
2795,urgent,afternoon,0.1054,0.0477,0.0023
2796,promotional,morning,0.241,0.0872,0.0035
2797,promotional,morning,0.2362,0.0841,0.0076
2798,promotional,morning,0.1369,0.0534,0.0071
2799,informational,evening,0.189,0.0204,0.0001
2800,informational,afternoon,0.0924,0.0178,0.0082
2801,informational,evening,0.1059,0.0322,0.0059
2802,urgent,night,0.1907,0.0238,0.0026
2803,urgent,afternoon,0.2574,0.0714,0.0127
2804,urgent,evening,0.0865,0.0195,0.003
2805,informational,morning,0.1807,0.0481,0.0085
2806,informational,night,0.1256,0.0277,0.0058
2807,informational,evening,0.0923,0.0389,0.0075
2808,informational,night,0.0754,0.0146,0.0028
2809,promotional,morning,0.1346,0.0101,0.0047
2810,urgent,morning,0.1894,0.0822,0.0073
2811,urgent,morning,0.1697,0.0751,0.0025
2812,informational,afternoon,0.1334,0.0302,0.005
2813,informational,morning,0.221,0.045,0.0057
2814,urgent,afternoon,0.2146,0.0412,0.0082
2815,informational,morning,0.1797,0.0576,0.0043
2816,informational,morning,0.0993,0.0069,0.0038
2817,promotional,evening,0.1648,0.0298,0.0085
2818,informational,evening,0.1445,0.0383,0.0027
2819,personalized,afternoon,0.2086,0.058,0.0049
2820,personalized,afternoon,0.2041,0.0473,0.0027
2821,promotional,afternoon,0.1564,0.0271,0.0008
2822,promotional,afternoon,0.1349,0.0703,0.0046
2823,urgent,morning,0.1143,0.0811,0.0052
2824,urgent,evening,0.1106,0.0378,0
2825,personalized,afternoon,0.304,0.108,0.0058
2826,personalized,afternoon,0.2198,0.0509,0.0006
2827,promotional,night,0.0938,0.0284,0.0016
2828,informational,morning,0.184,0.001,0.0019
2829,personalized,afternoon,0.1861,0.0321,0.002
2830,personalized,morning,0.2502,0.0755,0.0036
2831,urgent,night,0.0535,0.0213,0.0016
2832,informational,afternoon,0.1467,0.0317,0.0062
2833,personalized,morning,0.3041,0.1065,0.0088
2834,informational,night,0.0674,0.0311,0.0042
2835,informational,afternoon,0.1024,0.0404,0.0004
2836,promotional,afternoon,0.1429,0.0238,0.006
2837,urgent,evening,0.1838,0.0772,0.0021
2838,promotional,night,0.0694,0.014,0.0088
2839,personalized,morning,0.2721,0.0954,0.0017
2840,urgent,evening,0.1612,0.0859,0.0041
2841,urgent,evening,0.2473,0.0802,0.0075
2842,promotional,evening,0.1023,0.0383,0.0052
2843,personalized,morning,0.2455,0.0641,0.0078
2844,urgent,afternoon,0.1639,0.0046,0.0018
2845,informational,evening,0.1588,0.0339,0.0081
2846,promotional,morning,0.199,0.069,0.0028
2847,urgent,morning,0.2661,0.0899,0.005
2848,informational,evening,0.1229,0.033,0.0096
2849,informational,night,0.0303,0.001,0.003
2850,promotional,afternoon,0.1952,0.037,0.001
2851,informational,morning,0.2228,0.0895,0.0075
2852,promotional,night,0.1848,0.0582,0.0043
2853,personalized,afternoon,0.1013,0.0075,0.0015
2854,personalized,afternoon,0.2616,0.0904,0.0049
2855,informational,night,0.0541,0.001,0.0046
2856,informational,morning,0.1584,0.0967,0.0056
2857,informational,morning,0.2501,0.0617,0.0064
2858,urgent,afternoon,0.0743,0.0201,0.0104
2859,urgent,evening,0.1612,0.0964,0.0048
2860,promotional,evening,0.0865,0.001,0.0052
2861,promotional,evening,0.0865,0.0714,0.0078
2862,urgent,night,0.1414,0.0413,0.0098
2863,urgent,afternoon,0.1525,0.0587,0.007
2864,personalized,morning,0.229,0.0631,0.0093
2865,urgent,evening,0.2069,0.0515,0.0019
2866,informational,evening,0.0397,0.001,0.0028
2867,personalized,night,0.1198,0.0073,0.006
2868,urgent,evening,0.1227,0.0221,0.0048
2869,promotional,night,0.0674,0.0244,0.0086
2870,personalized,afternoon,0.2217,0.089,0.0102
2871,urgent,afternoon,0.1401,0.0179,0.0031
2872,urgent,evening,0.2491,0.0781,0.0044
2873,promotional,evening,0.1201,0.0424,0.0058
2874,informational,evening,0.1271,0.0284,0.0061
2875,promotional,morning,0.1259,0.042,0.0094
2876,informational,morning,0.1234,0.0299,0.0019
2877,urgent,afternoon,0.2174,0.0431,0.0043
2878,personalized,morning,0.3295,0.1012,0.0118
2879,promotional,night,0.169,0.0702,0.0033
2880,informational,morning,0.2026,0.0551,0.0076
2881,informational,morning,0.1477,0.0613,0.0062
2882,urgent,evening,0.1349,0.0446,0.0005
2883,informational,afternoon,0.1503,0.0173,0.0063
2884,promotional,morning,0.1261,0.0491,0.0064
2885,personalized,morning,0.2264,0.1078,0.0034
2886,urgent,evening,0.1716,0.0641,0.0076
2887,urgent,afternoon,0.1959,0.0415,0.0037
2888,urgent,afternoon,0.1231,0.0119,0.0043
2889,personalized,evening,0.1542,0.0942,0.0047
2890,promotional,morning,0.2489,0.0594,0.0037
2891,promotional,night,0.0702,0.001,0.0034
2892,informational,night,0.1666,0.0356,0
2893,urgent,afternoon,0.1182,0.0395,0.0076
2894,informational,night,0.162,0.0486,0.0063
2895,informational,morning,0.1185,0.0028,0.0028
2896,informational,night,0.1647,0.049,0.0064
2897,urgent,morning,0.1372,0.0391,0
2898,urgent,night,0.1469,0.0584,0.0084
2899,promotional,night,0.1086,0.029,0.0061
2900,informational,evening,0.0953,0.0489,0.004
2901,urgent,morning,0.1932,0.0627,0.003
2902,informational,afternoon,0.2106,0.09,0.0026
2903,urgent,night,0.1657,0.0854,0.012
2904,informational,evening,0.0877,0.0337,0
2905,promotional,evening,0.0301,0.0085,0.0071
2906,informational,morning,0.1874,0.073,0.0082
2907,informational,night,0.123,0.0428,0.0034
2908,informational,morning,0.1077,0.0326,0.0066
2909,personalized,evening,0.1347,0.0485,0.0041
2910,personalized,evening,0.1757,0.0247,0.0023
2911,personalized,afternoon,0.268,0.0656,0.0039
2912,informational,night,0.0579,0.0317,0.0031
2913,promotional,morning,0.1263,0.0017,0.003
2914,urgent,morning,0.141,0.0381,0.0037
2915,promotional,night,0.1674,0.0714,0.0117
2916,informational,night,0.0904,0.0688,0.0007
2917,promotional,night,0.1342,0.0518,0.0074
2918,promotional,morning,0.199,0.057,0.0015
2919,informational,afternoon,0.2016,0.0751,0
2920,personalized,night,0.2516,0.0799,0.0083
2921,urgent,morning,0.2048,0.0428,0.0008
2922,urgent,morning,0.168,0.0349,0.0059
2923,promotional,evening,0.1386,0.0364,0.0049
2924,informational,morning,0.181,0.0739,0.0082
2925,informational,night,0.1151,0.0327,0.0066
2926,personalized,morning,0.3575,0.1156,0.0073
2927,urgent,night,0.1541,0.04,0.0044
2928,promotional,afternoon,0.1375,0.0368,0.0095
2929,urgent,evening,0.1474,0.0514,0.0046
2930,urgent,morning,0.1707,0.0915,0.0067
